"","id","photoURL","lat","long","rubbishRunID","userName","rubbishType","reportedTimeStamp","city","totalNumberOfItemsTagged","datetime","date","X","Y","OBJECTID","Mile","Section_Name","FolderPath","Region","geometry","dist_m"
"116","EFi5OqWP8nGlChCViAvx","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FEFi5OqWP8nGlChCViAvx.jpg?alt=media&token=86bdecb3-d780-46a6-b472-0ed79b369068","34.8285770157306","-118.587696957876","GDwhEFWVKgfbB9BMx0DT","notracetrails","hard plastic",1683495800.13738,"Rosamond","1",2023-05-07 21:43:20,2023-05-07,-118.586791938,34.7904086350001,3062,520,"CA Section E Mile Marker","Mile Marker/1 - Southern California/CA Section E","Southern California Mile Marker",c(-118.587696957876, 34.8285770157306),4244.94117011852
"117","a08l6MGVj5CKFn1Azots","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fa08l6MGVj5CKFn1Azots.jpg?alt=media&token=82e18bf7-56e6-4f5e-a809-82de0d03e3d5","34.7094713084831","-118.596157409401","T8nwhBGskDWGyipthFzg","notracetrails","soft plastic",1683393120.17013,"Lake Hughes","1",2023-05-06 17:12:00,2023-05-06,-118.592707179,34.709244529,4230,500,"CA Section E Mile Marker","Mile Marker/1 - Southern California/CA Section E","Southern California Mile Marker",c(-118.596157409401, 34.7094713084831),316.38535579126
"118","L1VlyKslxscDvuJNu8VB","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FL1VlyKslxscDvuJNu8VB.jpg?alt=media&token=d7f74d78-aa51-459d-b2f2-b2dd0a622ac0","34.6448514718806","-118.408652862766","VdXNQBLjutDFqTynKP6W","notracetrails","soft plastic",1683311825.98588,"Santa Clarita","1",2023-05-05 18:37:05,2023-05-05,-118.406130373,34.6426949840001,3139,480,"CA Section E Mile Marker","Mile Marker/1 - Southern California/CA Section E","Southern California Mile Marker",c(-118.408652862766, 34.6448514718806),332.789983679678
"119","ua2SP3OhUlpkRSrPp3k3","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fua2SP3OhUlpkRSrPp3k3.jpg?alt=media&token=eabdf160-f02b-4223-b089-e2b7b5411429","34.6448756587445","-118.408652500003","VdXNQBLjutDFqTynKP6W","notracetrails","soft plastic",1683311812.25986,"Santa Clarita","1",2023-05-05 18:36:52,2023-05-05,-118.406130373,34.6426949840001,3139,480,"CA Section E Mile Marker","Mile Marker/1 - Southern California/CA Section E","Southern California Mile Marker",c(-118.408652500003, 34.6448756587445),334.710162089338
"120","jaek3Ox5MKzA761EqhUa","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fjaek3Ox5MKzA761EqhUa.jpg?alt=media&token=5104ce5b-1beb-4b5c-981c-fa4ed463540c","34.6423573495606","-118.405972978144","VdXNQBLjutDFqTynKP6W","notracetrails","sanitary waste",1683311347.85486,"Santa Clarita","1",2023-05-05 18:29:07,2023-05-05,-118.406130373,34.6426949840001,3139,480,"CA Section E Mile Marker","Mile Marker/1 - Southern California/CA Section E","Southern California Mile Marker",c(-118.405972978144, 34.6423573495606),40.209745880412
"121","yCU7Sok1OOlGSLXe5f0Q","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FyCU7Sok1OOlGSLXe5f0Q.jpg?alt=media&token=1c954402-9e4d-46dc-9b45-2375613bb89f","34.6423247332046","-118.405927767548","VdXNQBLjutDFqTynKP6W","notracetrails","uncategorized",1683311325.20104,"Santa Clarita","1",2023-05-05 18:28:45,2023-05-05,-118.406130373,34.6426949840001,3139,480,"CA Section E Mile Marker","Mile Marker/1 - Southern California/CA Section E","Southern California Mile Marker",c(-118.405927767548, 34.6423247332046),45.1498729119009
"122","diWArYzRYdVOyMtisEFB","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FdiWArYzRYdVOyMtisEFB.jpg?alt=media&token=c1f395d0-81e3-4246-83eb-b5384db19507","34.6069229320565","-118.350924818045","j3zPOaabUn9q4foi0xTi","notracetrails","metal",1683233794.01304,"Leona Valley","1",2023-05-04 20:56:34,2023-05-04,-118.3520042,34.6043533000001,5262,470,"CA Section E Mile Marker","Mile Marker/1 - Southern California/CA Section E","Southern California Mile Marker",c(-118.350924818045, 34.6069229320565),302.325878885836
"123","Xxtzcd0YxNbrX9VlKlks","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FXxtzcd0YxNbrX9VlKlks.jpg?alt=media&token=8829cd87-ccd8-460d-9009-d1ad43f05f25","34.6068028369618","-118.348424283443","j3zPOaabUn9q4foi0xTi","notracetrails","soft plastic",1683233500.13119,"Leona Valley","1",2023-05-04 20:51:40,2023-05-04,-118.3520042,34.6043533000001,5262,470,"CA Section E Mile Marker","Mile Marker/1 - Southern California/CA Section E","Southern California Mile Marker",c(-118.348424283443, 34.6068028369618),426.07398331946
"124","hr2rxMr8oXpHVtM7y23T","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fhr2rxMr8oXpHVtM7y23T.jpg?alt=media&token=f901882d-a5ed-49aa-b7a3-b17ea750e1be","34.4758799391659","-118.297266853352","N66FD6tpcwRXbqHel5GW","notracetrails","cloth",1683138871.28081,"Acton","1",2023-05-03 18:34:31,2023-05-03,-118.291064,34.4765283090001,3217,450,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.297266853352, 34.4758799391659),573.136780074913
"125","wtC5YAz3JpmgvmvGo0Rn","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FwtC5YAz3JpmgvmvGo0Rn.jpg?alt=media&token=931a2e42-40a5-454f-baea-ea7ea18866e3","34.4760346974241","-118.294300965681","N66FD6tpcwRXbqHel5GW","notracetrails","sanitary waste",1683138520.97488,"Acton","1",2023-05-03 18:28:40,2023-05-03,-118.291064,34.4765283090001,3217,450,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.294300965681, 34.4760346974241),301.7498805145
"126","OmUBFvpWT0PdrOKxIGif","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FOmUBFvpWT0PdrOKxIGif.jpg?alt=media&token=795d9c64-040e-40e5-820c-d7ad9584392a","34.4761799296811","-118.293317404883","N66FD6tpcwRXbqHel5GW","notracetrails","sanitary waste",1683138404.24001,"Acton","1",2023-05-03 18:26:44,2023-05-03,-118.291064,34.4765283090001,3217,450,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.293317404883, 34.4761799296811),210.15896034962
"127","jwPyIXkOiP6h5thSHtdn","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FjwPyIXkOiP6h5thSHtdn.jpg?alt=media&token=3845dc80-6474-4dd3-b1e3-f6f45a28bf66","34.4181777635251","-118.251369081649","ScXjecrIczA3jtKqnuVN","macygustavus","plastic rubber",1683046876.46824,"Acton","1",2023-05-02 17:01:16,2023-05-02,-118.250005535,34.4174609020001,3449,440,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.251369081649, 34.4181777635251),148.31767469175
"128","jqt2bux2aZ2Yu1qCxuCh","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fjqt2bux2aZ2Yu1qCxuCh.jpg?alt=media&token=7db11340-59ce-4898-af96-9a1c5bebe7df","34.4181622001437","-118.251051882505","ScXjecrIczA3jtKqnuVN","macygustavus","hard plastic",1683046698.57698,"Acton","1",2023-05-02 16:58:18,2023-05-02,-118.250005535,34.4174609020001,3449,440,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.251051882505, 34.4181622001437),123.665968649245
"129","M5393SZj3SrdsJk1DXS1","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FM5393SZj3SrdsJk1DXS1.jpg?alt=media&token=38c29106-8946-4292-8f22-8d987a05bad5","34.3817460693867","-118.190624502326","39F5cTk9fnXm49USTuqr","macygustavus","soft plastic",1682991939.6172,"Acton","1",2023-05-02 01:45:39,2023-05-02,-118.183253071,34.379580823,3388,430,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.190624502326, 34.3817460693867),718.042869324621
"130","areAFU1l0wZyDfdTeq3k","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FareAFU1l0wZyDfdTeq3k.jpg?alt=media&token=09928d49-f8f4-4319-8530-c27282bbeb72","34.3808205985976","-118.187985063618","39F5cTk9fnXm49USTuqr","macygustavus","hard plastic",1682991723.63305,"Acton","1",2023-05-02 01:42:03,2023-05-02,-118.183253071,34.379580823,3388,430,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.187985063618, 34.3808205985976),455.612859132853
"131","gyxmUXspYK57XTFn2kBt","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FgyxmUXspYK57XTFn2kBt.jpg?alt=media&token=60715388-2969-438f-be84-251a9496746a","34.3994291654648","-118.095463004105","NVfbERzH2xI0Niu8qabD","macygustavus","soft plastic",1682975534.16767,"Palmdale","1",2023-05-01 21:12:14,2023-05-01,-118.090356022,34.401319357,3278,420,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.095463004105, 34.3994291654648),513.537352907754
"132","qL20WoUOgfp2bYw6Unz0","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FqL20WoUOgfp2bYw6Unz0.jpg?alt=media&token=daa70c54-06d4-42de-b488-0fbd72bb0774","34.3994150507479","-118.095407788431","NVfbERzH2xI0Niu8qabD","macygustavus","soft plastic",1682975498.4254,"Palmdale","1",2023-05-01 21:11:38,2023-05-01,-118.090356022,34.401319357,3278,420,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.095407788431, 34.3994150507479),509.569595842024
"133","8H7WcVcMDhrAlgwqJ6IT","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F8H7WcVcMDhrAlgwqJ6IT.jpg?alt=media&token=46ee051a-2398-4485-83e2-b58008191795","34.4010244475814","-118.090152193338","NVfbERzH2xI0Niu8qabD","macygustavus","soft plastic",1682974905.4099,"Palmdale","1",2023-05-01 21:01:45,2023-05-01,-118.090356022,34.401319357,3278,420,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.090152193338, 34.4010244475814),37.7500218788965
"134","XJDbOKiTPNDxp62Uv2mZ","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FXJDbOKiTPNDxp62Uv2mZ.jpg?alt=media&token=23746411-c531-4777-95d7-a15b05ccee26","34.3779661842396","-118.023062893934","10F9ewdDB8b7n5pBqvhA","macygustavus","soft plastic",1682958713.23897,"Palmdale","1",2023-05-01 16:31:53,2023-05-01,-118.0204356,34.3721344,3312,410,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.023062893934, 34.3779661842396),691.84385786194
"135","l3aTMNN1BUH6Skrg8cjV","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fl3aTMNN1BUH6Skrg8cjV.jpg?alt=media&token=75175a0d-4ed2-48db-866c-c60aaf68ffa7","34.372331341947","-118.020433441879","10F9ewdDB8b7n5pBqvhA","macygustavus","otherLitter",1682957884.72839,"Palmdale","1",2023-05-01 16:18:04,2023-05-01,-118.0204356,34.3721344,3312,410,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.020433441879, 34.372331341947),21.8998754499638
"136","BRYE1oOQPso4x3cEexeY","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FBRYE1oOQPso4x3cEexeY.jpg?alt=media&token=c83d3433-5cb0-4d0e-95f6-27d6b70c758c","34.3720034097602","-118.020414510616","10F9ewdDB8b7n5pBqvhA","macygustavus","metal",1682957802.88136,"Palmdale","1",2023-05-01 16:16:42,2023-05-01,-118.0204356,34.3721344,3312,410,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-118.020414510616, 34.3720034097602),14.6935162915118
"137","Piftyhf5aZ3iOHZ83PVj","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPiftyhf5aZ3iOHZ83PVj.jpg?alt=media&token=dbe1a944-9b93-4850-a1d1-8f8e892b8dc6","34.3508854465241","-117.95611786849","4BVg2gT0vDIskdh4lGtH","notracetrails","metal",1682893782.57497,"Pearblossom","1",2023-04-30 22:29:42,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.95611786849, 34.3508854465241),654.930774373693
"138","09tkbT6ZCm4KqsrgUXp4","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F09tkbT6ZCm4KqsrgUXp4.jpg?alt=media&token=4eeb9db3-5f07-48f9-9814-a50295b1bc1e","34.3503824257981","-117.955270322719","4BVg2gT0vDIskdh4lGtH","notracetrails","glass",1682893668.21056,"Pearblossom","1",2023-04-30 22:27:48,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.955270322719, 34.3503824257981),560.660994787272
"139","eX58HDRc8izH8iR5pSyq","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FeX58HDRc8izH8iR5pSyq.jpg?alt=media&token=be2c3b39-0527-43c4-9c86-f84b3754a9e4","34.349913129908","-117.954356019156","4BVg2gT0vDIskdh4lGtH","notracetrails","metal",1682893531.35285,"Pearblossom","1",2023-04-30 22:25:31,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.954356019156, 34.349913129908),462.808045787974
"140","xqraC9KIXrVd7wYzDhMu","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FxqraC9KIXrVd7wYzDhMu.jpg?alt=media&token=04e8bc01-6ec3-4c2c-b445-82b448ef7af3","34.3498246732486","-117.954237119188","4BVg2gT0vDIskdh4lGtH","notracetrails","glass",1682893509.04789,"Pearblossom","1",2023-04-30 22:25:09,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.954237119188, 34.3498246732486),448.945525857883
"141","diDLjZRikZb6p5ShwO0B","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FdiDLjZRikZb6p5ShwO0B.jpg?alt=media&token=dfe1d44d-5362-4b0b-8fc5-fb8963a83f00","34.3498309722656","-117.954247254466","4BVg2gT0vDIskdh4lGtH","notracetrails","glass",1682893503.04584,"Pearblossom","1",2023-04-30 22:25:03,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.954247254466, 34.3498309722656),450.072546965808
"142","CjykZf3Kq0f13NZLujcx","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCjykZf3Kq0f13NZLujcx.jpg?alt=media&token=f5d865c9-363b-492b-8604-78c3e302b20b","34.3497394377586","-117.952821876179","4BVg2gT0vDIskdh4lGtH","notracetrails","plastic rubber",1682893361.51685,"Pearblossom","1",2023-04-30 22:22:41,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.952821876179, 34.3497394377586),327.711827620057
"143","ez5FRc8f9OKk0nKb8yLP","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fez5FRc8f9OKk0nKb8yLP.jpg?alt=media&token=1c764fbf-509f-48f7-bca5-a94ca73a7bac","34.3495243677775","-117.952493288219","4BVg2gT0vDIskdh4lGtH","notracetrails","glass",1682893291.92583,"Pearblossom","1",2023-04-30 22:21:31,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.952493288219, 34.3495243677775),289.744369275137
"144","dc2k4IC9reos3TmY4eUN","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fdc2k4IC9reos3TmY4eUN.jpg?alt=media&token=72e2b206-ff63-4673-a725-8f1722ee167c","34.3493779944146","-117.951588419093","4BVg2gT0vDIskdh4lGtH","notracetrails","wood",1682893202.2333,"Pearblossom","1",2023-04-30 22:20:02,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.951588419093, 34.3493779944146),210.383453794073
"145","tfKu6vWObGRBbGmGT0pa","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FtfKu6vWObGRBbGmGT0pa.jpg?alt=media&token=a47249c1-4b7d-488c-a598-3dffd22feb10","34.3493063294397","-117.951653768935","4BVg2gT0vDIskdh4lGtH","notracetrails","hard plastic",1682893173.42769,"Pearblossom","1",2023-04-30 22:19:33,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.951653768935, 34.3493063294397),210.938584472148
"146","2q7eOKBznOkCjNZP4OqG","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F2q7eOKBznOkCjNZP4OqG.jpg?alt=media&token=0b777b84-6168-41e2-b967-6c7ee10c15b6","34.3481614536231","-117.949832653227","4BVg2gT0vDIskdh4lGtH","notracetrails","soft plastic",1682892951.86356,"Pearblossom","1",2023-04-30 22:15:51,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.949832653227, 34.3481614536231),17.8575842102706
"147","yDfZed8pF8rnuRmybz8M","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FyDfZed8pF8rnuRmybz8M.jpg?alt=media&token=6e7dcd7e-e9d0-4292-ae7e-df83b32ac90e","34.3485521610032","-117.949501299415","4BVg2gT0vDIskdh4lGtH","notracetrails","hard plastic",1682892890.88807,"Pearblossom","1",2023-04-30 22:14:50,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.949501299415, 34.3485521610032),35.2026097630742
"148","wfVReleBmBN3WHngBmSh","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FwfVReleBmBN3WHngBmSh.jpg?alt=media&token=4b271c58-2dc7-498e-88e8-244ca9405d46","34.3486321648185","-117.949504003224","4BVg2gT0vDIskdh4lGtH","notracetrails","ceramic",1682892863.30023,"Pearblossom","1",2023-04-30 22:14:23,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.949504003224, 34.3486321648185),42.7711274950249
"149","gpDnetNczLJvaTh9Rr1W","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FgpDnetNczLJvaTh9Rr1W.jpg?alt=media&token=ed342d4e-eae6-4a9e-b958-e67d46f9abaf","34.3516270109014","-117.956926237136","V10CfgbGv070D8P7yWNu","notracetrails","sanitary waste",1682891960.1954,"Pearblossom","1",2023-04-30 21:59:20,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.956926237136, 34.3516270109014),759.01414564207
"150","bBWe0PAd9LAlWXVmrHE4","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FbBWe0PAd9LAlWXVmrHE4.jpg?alt=media&token=c0dced5f-f6e0-465d-9039-02d929cbc12e","34.3509529564904","-117.956126873559","V10CfgbGv070D8P7yWNu","notracetrails","glass",1682891828.92244,"Pearblossom","1",2023-04-30 21:57:08,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.956126873559, 34.3509529564904),659.012638343429
"151","a7GShTvvYLEV2rWx2CTA","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fa7GShTvvYLEV2rWx2CTA.jpg?alt=media&token=96b7882f-4405-4e7a-b7d5-1f8ed41463cb","34.3508874767531","-117.956088665306","V10CfgbGv070D8P7yWNu","notracetrails","hard plastic",1682891790.08675,"Pearblossom","1",2023-04-30 21:56:30,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.956088665306, 34.3508874767531),652.625347441192
"152","CmoRTmTpN8BmjRjGQuAv","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCmoRTmTpN8BmjRjGQuAv.jpg?alt=media&token=1fc6e8ca-0c1c-4778-876a-fd47b863fa27","34.3505245149298","-117.955857299412","V10CfgbGv070D8P7yWNu","notracetrails","metal",1682891729.12003,"Pearblossom","1",2023-04-30 21:55:29,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.955857299412, 34.3505245149298),616.29508496746
"153","0Aw6ycKM1aqS0LG8SJJ4","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F0Aw6ycKM1aqS0LG8SJJ4.jpg?alt=media&token=611201df-5dbc-42a0-af92-54bd6b1bb4a2","34.3504781602569","-117.95573368707","V10CfgbGv070D8P7yWNu","notracetrails","glass",1682891578.87584,"Pearblossom","1",2023-04-30 21:52:58,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.95573368707, 34.3504781602569),603.832169692438
"154","sSfS4UG2yLxqPSYRaTw9","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FsSfS4UG2yLxqPSYRaTw9.jpg?alt=media&token=0c0dc5b2-9ef9-46d1-9d92-779b869e87b1","34.3505098733134","-117.955796008895","V10CfgbGv070D8P7yWNu","notracetrails","metal",1682891552.35143,"Pearblossom","1",2023-04-30 21:52:32,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.955796008895, 34.3505098733134),610.490236585691
"155","YcnSNzSItlNThs9ELwhW","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FYcnSNzSItlNThs9ELwhW.jpg?alt=media&token=2eb480f5-7f2e-4dad-a071-1179acc770d5","34.3505407276103","-117.955810940953","V10CfgbGv070D8P7yWNu","notracetrails","metal",1682891536.75484,"Pearblossom","1",2023-04-30 21:52:16,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.955810940953, 34.3505407276103),613.137069259248
"156","XkllUM6BqjjQ9biEZ3B8","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FXkllUM6BqjjQ9biEZ3B8.jpg?alt=media&token=7de5900c-bdad-4501-914c-aa82429ec2f8","34.3505008677653","-117.955796657071","V10CfgbGv070D8P7yWNu","notracetrails","metal",1682891529.02213,"Pearblossom","1",2023-04-30 21:52:09,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.955796657071, 34.3505008677653),610.140338417127
"157","azbUcYtOcxRHiPKLTRuE","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FazbUcYtOcxRHiPKLTRuE.jpg?alt=media&token=00215c19-12be-4eb0-a3b7-c74afe49e02d","34.3494919409002","-117.952029143827","V10CfgbGv070D8P7yWNu","notracetrails","metal",1682891135.88074,"Pearblossom","1",2023-04-30 21:45:35,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.952029143827, 34.3494919409002),251.095561033625
"158","xoFHYakAvlbj0gfAxqwM","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FxoFHYakAvlbj0gfAxqwM.jpg?alt=media&token=aba1bced-512a-4d3c-b653-eca3822dcc12","34.3491317203577","-117.951172825307","V10CfgbGv070D8P7yWNu","notracetrails","metal",1682891028.54941,"Pearblossom","1",2023-04-30 21:43:48,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.951172825307, 34.3491317203577),163.422435137545
"159","fQXRE19Pl7Ufglwdqoz3","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FfQXRE19Pl7Ufglwdqoz3.jpg?alt=media&token=72310f85-32de-4e1b-bf59-5fb38645029a","34.3487360229553","-117.950677553883","V10CfgbGv070D8P7yWNu","notracetrails","glass",1682890959.5564,"Pearblossom","1",2023-04-30 21:42:39,2023-04-30,-117.949714436,34.348288988,4206,400,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.950677553883, 34.3487360229553),101.433821818677
